title,median_salary,posting_count
Quality Assurance Supervisor,66250.0,4
Quality Auditor,66185.6,3
Quality Control Inspector,47060.0,6
Quality Control Technician,62485.0,4
Quality Engineer,90000.0,34
Quality Inspector,72800.0,9
Quality Management Specialist,88400.0,3
Quality Manager,120000.0,5
Quality Technician,45760.0,7
Quality Technician I,40622.4,3
Quantitative Researcher,687500.0,4
Radiologic Technologist,93600.0,9
Radiologic Technologist (X-Ray),62400.0,3
Radiology Technician,57200.0,3
Radiology Technologist,69000.0,7
"Ready Mix Driver, Altaview - Kilgore",59664.8,3
Real Estate Acquisitions Analyst,150000.0,3
Real Estate Attorney,165000.0,5
Real Estate Manager,118750.0,3
Real Estate Sales Agent,187500.0,3
Real Id Specialist (Limited Duration),51702.0,3
Receptionist,42120.0,24
Recreation Aid Nf-01,16.34,3
Recruiter,57200.0,23
Recruiting Coordinator,43680.0,3
Recruitment Coordinator,57500.0,5
Recruitment Specialist,80000.0,3
Regional Account Manager,37500.0,6
Regional Controller,140000.0,3
Regional Manager,62500.0,4
Regional Property Manager,120000.0,3
Regional Sales Director,197500.0,3
Regional Sales Executive,94500.0,3
Regional Sales Manager,101250.0,20
Registered Behavior Technician,43940.0,12
Registered Client Care Srvcs Rep - Remote,53352.0,3
Registered Client Service Associate,63450.0,5
Registered Dental Hygienist,114400.0,10
Registered Dental Hygienist - $55-$60/Hour,119600.0,3
Registered Dietitian,76960.0,8
Registered Nurse,94057.59999999999,63
Registered Nurse (Rn),78364.0,14
Registered Nurse (Rn) - Full-Time All Shifts,98800.0,6
Registered Nurse (Rn) - Full-Time/Part-Time 1St Shift,93600.0,4
Registered Nurse - 1755724,110000.0,4
Registered Nurse - 1761700,121680.0,4
Registered Nurse - Emergency Department,120931.2,3
Registered Nurse - Medical / Surgical,117303.16,3
Registered Nurse - Medsurg / Telemetry,117303.16,3
Registered Nurse - Rn - Ltac,24000.0,5
Registered Nurse - Rn - Medical Surgical,118560.0,13
Registered Nurse - Rn - Rehab,104520.0,8
Registered Nurse - Rn - Skilled Nursing Facility,95680.0,13
Registered Nurse - Rn - Unit Manager,30000.0,3
Registered Nurse 1 (Ny Helps),98292.5,7
Registered Nurse Med /Surg Unit,70720.0,5
"Registered Nurse, Rn - Ccu (Cvicu) (1-Year Acute Care Exp Req)",102554.4,3
"Registered Nurse, Rn- Telemetry (New Grads Welcome)",99018.40000000001,4
Registered Veterinary Technician,53040.0,4
Regulatory Affairs Associate,45000.0,3
Regulatory Affairs Specialist,85627.5,6
Regulatory Specialist,100150.0,3
Relationship Banker,46540.0,6
Relief Veterinarian,268320.0,6
Remote Customer Service Representative,38480.0,6
Remote Licensed Clinical Psychologist,174720.0,3
Remote Licensed Mental Health Counselor,187200.0,11
Representative,91875.0,3
Research And Development Technician,41600.0,3
Research Assistant,60251.21,6
Research Associate,60000.0,5
Research Associate Ii,70720.0,3
Research Engineer,182000.0,3
Research Specialist,46695.600000000006,4
Resident Assistant,46228.0,6
Resident District Manager,115500.0,3
Resident Engineer,152500.0,3
Residential Specialist,33914.4,3
Residential Support Counselor,39520.0,3
Respiratory Therapist,93797.59999999999,7
Restaurant Business Consulting - Operations Associate (Sept 2024 Start),75000.0,4
Restaurant Crewmember,30680.0,4
Restaurant General Manager,80000.0,6
Restaurant Host - Hostess,31200.0,4
Restaurant Manager,62500.0,17
Restaurant Manager - Pathway To $100K,65520.0,3
Retail Associate,39520.0,5
Retail Associates,28080.0,3
Retail Front End Supervisor,31200.0,3
Retail General Manager,63367.54,3
Retail Management Intern,36400.0,3
Retail Merchandiser - Electronics - Part Time,37440.0,8
Retail Sales And Store Support,39395.200000000004,3
Retail Sales Associate,33280.0,47
Retail Sales Manager,58094.4,4
Retail Sales Supervisor,39520.0,7
Retail Sales – Part Time,35724.0,5
Retail Salesperson,39000.0,3
Retail Stocking Associate,34580.0,18
Retail Stocking Supervisor,39104.0,11
Retail Stocking Team Lead,34590.4,3
Retail Stocking Team Supervisor,35360.0,5
Retail Store Manager,78142.5,4
Retail Supervisor,45760.0,3
"Retail, Sales Associate T",39988.0,4
"Retail, Team Lead Sales",43992.0,3
Retirement Benefits Coordinator,70000.0,3
Revenue Accounting Manager,105000.0,3
Revenue Cycle Manager,100000.0,3
Revenue Manager,115000.0,3
Rightangle Crtm Developer,165000.0,4
Risk Manager,178000.0,7
Rn - Home Health,125309.6,5
Rn - Icu,117343.19999999998,3
Rn - Medical Surgical,139713.6,3
"Rn Clinical Manager, Home Health",95525.0,6
Rn Registered Nurse,91384.8,4
Rotary Assembler - 1St Shift,111280.0,4
Route Sales Representative,46592.0,3
Route Service Delivery Driver Cdl,63605.0,3
Safety Coordinator,80000.0,3
Safety Manager,102500.0,5
Sales Account Executive,57500.0,12
Sales Account Manager,95000.0,7
Sales Advisor - Intel Computers,35360.0,3
Sales Agent,121250.0,6
Sales Analyst,64480.0,3
Sales And Marketing Representative,52000.0,4
Sales And Operations Management Trainee,52000.0,8
Sales Application Engineer,85000.0,3
Sales Assistant,55000.0,8
Sales Assistant Manager,39520.0,3
Sales Associate,33540.0,44
Sales Associate - Spirit,32645.6,4
Sales Associate - Valley Pool & Spa - Seasonal,27560.0,3
Sales Associate Part Time - Tommy Hilfiger,32240.0,3
Sales Consultant,102500.0,20
Sales Coordinator,52875.0,8
Sales Development Representative,59000.0,30
Sales Development Representative (Sdr),100000.0,3
Sales Development Specialist,97500.0,4
Sales Director,137500.0,13
Sales Engineer,110000.0,9
Sales Executive,80000.0,26
Sales Intern,41600.0,3
Sales Lead,33384.0,7
Sales Manager,105000.0,36
"Sales Manager, New York, Ny",110000.0,3
Sales Operations Analyst,70000.0,5
Sales Operations Manager,131812.5,4
Sales Professional,85000.0,7
Sales Representative,65000.0,47
"Sales Representative, Residential Repaint",3794778.0,3
Sales Specialist,60000.0,9
Sales Support Representative,52124.8,3
Sales Support Specialist,67600.0,5
Salesforce Administrator,81250.0,4
Salesforce Developer,133120.0,4
Salesforce Project Manager - Remote,115000.0,4
Salesperson,50960.0,7
Sanitation Associate,39374.4,3
Sap Project Manager,156000.0,3
School Psychologist,93375.0,4
Scooter Deployment Driver,39520.0,3
Scrum Master,110247.5,6
Search Engine Optimization Manager,81700.0,4
Seasonal Auto Glass Repair Specialist,37440.0,3
Seasonal Housekeeper,49920.0,11
Seasonal Package Delivery Driver,47840.0,4
Seasonal Piecework Housekeeper,110760.0,14
Seasonal Property Caretaker,37440.0,3
Seasonal Repair Specialist,39520.0,4
Seasonal Sales Associate,35620.0,8
Security Architect,182500.0,3
Security Engineer,135000.0,7
Security Officer,35100.0,8
Security Operations Center Analyst,84240.0,3
Security Specialist,70000.0,9
Senior Account Executive,108750.0,18
Senior Account Manager,95000.0,6
Senior Accountant,90000.0,144
Senior Accountant - Hq Of Large Manufacturer Offering Continued Career Growth - Hemphill Exclusive!,78250.0,4
Senior Accountant / Accounting Manager,115000.0,4
Senior Accounting Manager,150000.0,13
Senior Actuarial Consultant,125250.0,3
Senior Administrative Assistant,62000.399999999994,4
Senior Ai Deep Learning Engineer - Remote,147424.0,3
Senior Analyst,85000.0,5
Senior Application Security Engineer,199680.0,5
Senior Art Director,101500.0,3
Senior Associate,113862.5,4
"Senior Associate, International Tax",95000.0,4
Senior Auditor,93750.0,6
Senior Auditor - Regulatory Compliance,96135.0,3
Senior Business Analyst,121200.0,14
Senior Business Intelligence Developer,135000.0,5
Senior Business Systems Analyst,112500.0,3
Senior Buyer,82500.0,7
Senior Civil Engineer,160150.0,8
Senior Compensation Analyst,116823.2,4
Senior Construction Inspector,128500.0,3
Senior Construction Project Manager,140000.0,3
"Senior Consultant, Total Rewards",160500.0,4
Senior Copywriter,90000.0,3
Senior Corporate Accountant,93925.0,4
Senior Cost Accountant,92500.0,3
Senior Customer Success Manager,127000.0,3
Senior Data Analyst,130000.0,9
Senior Data Architect,165000.0,4
Senior Data Engineer,140400.0,13
Senior Data Scientist,165800.0,10
Senior Design Engineer,121600.0,3
Senior Designer,34902.4,5
Senior Devops Engineer,150500.0,6
"Senior Director, Transplant Software & Solutions – Strategic Business Segment",276987.5,4
Senior Dotnet Developer,163800.0,4
Senior Electrical Engineer,132600.0,14
Senior Enablement Lead,105000.0,4
Senior Estimator,132500.0,8
Senior Events Manager,83000.0,3
Senior Executive Assistant,93660.0,5
Senior Financial Analyst,104708.5,26
Senior Firmware Engineer,160000.0,3
Senior Front-End Engineer (Remote),145000.0,4
Senior Full Stack Engineer,142500.0,3
Senior Fund Accountant,116250.0,4
Senior Governance And Risk Analyst,100000.0,3
Senior Human Resources Generalist,82500.0,6
Senior Human Resources Manager,147500.0,4
Senior Infrastructure Engineer,138950.0,4
Senior Internal Auditor,102500.0,10
Senior Java Developer,156000.0,3
Senior Java Software Engineer,133000.0,3
Senior Legal Counsel,170000.0,3
Senior Litigation Associate,163750.0,6
Senior Litigation Paralegal,115000.0,4
Senior Machine Learning Engineer,181075.0,4
Senior Maintenance Technician,67600.0,3
Senior Management Consultant,160000.0,3
"Senior Manager, Accounting",157500.0,3
"Senior Manager, Dsp Inventory Partnerships",135000.0,3
Senior Manufacturing Engineer,125800.0,3
Senior Mechanical Engineer,144708.0,10
"Senior Medical Director, Clinical Um Operations",295456.0,4
Senior Network Engineer,113250.0,5
Senior Payroll Specialist,80000.0,3
Senior Power System Study Engineer,150000.0,4
"Senior Power Systems  Engineer, Generation Interconnection",130000.0,3
Senior Privacy Counsel,193100.0,3
Senior Process Development Engineer,125000.0,3
Senior Product Designer,160000.0,9
Senior Product Development Engineer,125000.0,3
Senior Product Manager,165000.0,13
Senior Product Manager - Remote,159300.0,3
Senior Product Manager | Location Platform (Campaign Applications),164125.0,4
"Senior Product Manager, Cross Tv Experience, Global Streaming",170000.0,3
Senior Product Marketing Manager,140000.0,3
Senior Program Manager,142500.0,5
"Senior Programmer Analyst, Insight Analytics",76250.0,3
Senior Project Engineer,108000.0,10
Senior Project Manager,140400.0,31
"Senior Project Manager, Solar Independent Engineering",137500.0,4
Senior Property Accountant,90000.0,9
Senior Qa Engineer,132000.0,4
Senior Quality Engineer,106690.0,6
Senior Retail Sales Associate,31616.0,5
Senior Revenue Accountant,110000.0,3
Senior Sales Manager,81000.0,3
Senior Salesforce Developer,96123.75,4
Senior Scientist,93600.0,3
Senior Security Engineer,150000.0,5
Senior Servicenow Developer,135000.0,5
Senior Site Reliability Engineer,166480.0,10
Senior Software Developer,163625.0,4
Senior Software Engineer,154132.0,57
Senior Software Engineer - Backend,195250.0,3
Senior Solar Project Manager - Community Solar! (Remote - Il Or Mo Based 30% Travel),140000.0,4
Senior Solutions Architect,180000.0,3
Senior Staff Accountant,79520.0,14
Senior Staff Software Engineer,125000.0,3
Senior System Administrator,104600.0,4
Senior Systems Administrator,124800.0,3
Senior Systems Engineer,141040.0,6
Senior Tax Accountant,100000.0,10
Senior Tax Analyst,106250.0,3
Senior Tax And Estate Planner,155000.0,3
Senior Tax Associate,91250.0,12
Senior Tax Manager,155500.0,10
Senior Technical Recruiter,92500.0,3
Senior Technical Writer,127920.0,3
Senior Underwriter - Builder'S Risk,110000.0,3
Senior Wind Turbine Blade Engineer,137500.0,4
Seo Analyst,55000.0,4
Server,41600.0,7
Service Coordinator,62450.0,6
Service Desk Technician,48880.0,4
Service Manager,102500.0,5
Service Supervisor,80961.5,4
Service Technician,62400.0,27
Service Technician (Denver Metro Area),71801.59999999999,3
Sharepoint Developer,129900.0,4
Shift Manager,46280.0,3
Shift Supervisor,45760.0,5
Shift Supervisor Trainee,35880.0,6
Shipment Analyst,57200.0,4
Shipper / Receiver I,45600.0,3
Shipping And Receiving Specialist,54080.0,4
Sign Painter,41600.0,3
Site Manager,62000.0,6
Site Reliability Engineer,145600.0,10
Sleep Expert - Sales,73000.0,14
Small Parts Machining,42993.600000000006,3
Social Media Coordinator,52000.0,5
Social Media Manager,72800.0,9
Social Media Marketing Specialist,55000.0,3
Social Worker,54080.0,9
Software Developer,130750.0,6
Software Development Engineer,163900.0,3
Software Development Engineer 4,145600.0,3
Software Engineer,139360.0,61
Software Engineer Ii,140000.0,3
Software Engineer Iii,110240.0,3
Software Engineer Intern,44657.6,5
"Software Quality Assurance Engineer, Officer",83750.0,3
Software Support Specialist,51000.0,4
Solutions Architect,152350.0,6
Solutions Architect/Project Manager,92700.0,3
Solutions Engineer,126250.0,8
Sous Chef,77500.0,5
Special Education Teacher,72933.5,8
Specialist Sales Exec S1 Fiber,52450.0,3
Speech Language Pathologist,95342.0,20
Speech Language Pathologist (Slp),104000.0,3
Sports Minded Sales Representative,56000.0,3
Sql Dba - Remote,85000.0,3
Sql Developer,112320.0,3
Sr Director - Consulting & Analytics - Nationals Segment,237275.0,3
Sr Product Manager,142900.0,3
"Sr Product Sales Specialist, Qpcr",120612.5,4
Sr Sales Development Representative (Cryo-Em Life Sciences)(West Coast),139400.0,4
Sr. Accountant,91520.0,11
Sr. Bie: Multi Locations - Us,153550.0,3
Sr. Data Engineer,120000.0,4
Sr. Director Of Channel Partnerships,188000.0,3
Sr. Finance Manager,162975.0,3
Sr. Financial Analyst,98800.0,3
Sr. Lead Information Security Analyst,185200.0,3
Sr. Process Engineer,150000.0,5
Sr. Product Marketing Manager,147583.0,5
Sr. Product Success Manager (For Product Managers Who Want To Guide Other Product Teams),135000.0,3
Sr. Project Manager,112500.0,3
"Sr. Safety Support Engineer, Robotics Safety Engineering",142500.0,3
Sr. Software Engineer,119937.5,3
Staff Accountant,67500.0,109
Staff Back End Engineer - Res & Guest,160000.0,4
Staff Nurse I/Ii,119288.0,4
Staff Physician,242500.0,5
Staff Psychologist,133938.0,4
Staff Services Analyst,57336.0,4
Staff Software Engineer,210550.0,7
Stock Associate,39041.6,6
Storage Engineer,128960.0,3
Store Associate,32240.0,8
Store Customer Service Specialist,35360.0,7
Store Lead,43721.600000000006,3
Store Loss Prevention Investigator,52124.8,3
Store Manager,70000.0,36
Store Manager - Spirit,42640.0,6
Store Sales Manager,79500.0,4
Storeroom Attendant,36920.0,3
Strategic Account Executive,308000.0,3
Strength And Conditioning Coach,63900.0,3
Structural Design Engineer,100000.0,4
Structural Engineer,110000.0,14
Student Nurse (Intern),47179392.0,4
Substation Design Engineer,130000.0,3
Substitute - Program Aide - Base,32489.6,3
Summer Intern,38680720.0,6
Superintendent,128750.0,10
Supervisor,47920.0,10
Supervisor Retail,52500.0,6
Supplier Quality Engineer,92500.0,5
Supply Chain Analyst,70000.0,7
Supply Chain Engineer,82500.0,3
Supply Chain Intern,44720.0,3
Supply Chain Manager,121250.0,4
Supply Chain Master Scheduler,70500.0,3
Supply Chain Planner,80000.0,3
Supply Chain Specialist,70720.0,3
Surgical Technician,60912.8,4
Surgical Technologist,57855.2,3
Sustainable Design Architect,81000.0,3
System Administrator,86600.0,12
System Administrator 3-It,103199.2,3
System Engineer,95650.0,12
Systems Administrator,93600.0,11
Systems Engineer,114062.5,9
Taco Bell Cashier,26499.2,3
Talent Acquisition Manager,115000.0,3
Talent Acquisition Specialist,70360.0,8
Task Associate,38480.0,7
Tasker,41600.0,3
Tax / Senior Tax / Manager Specialist (Salt),135200.0,3
Tax Accountant,87500.0,9
Tax Analyst,75000.0,9
Tax Associate,70000.0,3
Tax Compliance Manager,160000.0,3
Tax Director,212500.0,5
Tax Manager,137500.0,39
Teacher,40560.0,4
Team Lead,43680.0,5
Team Leader- Data Strategy,153797.5,3
Team Member,35412.0,15
Team Member (Full Time & Part Time Storewide Opportunities),44356.0,4
Technical Account Manager,92500.0,7
Technical Analyst,90000.0,3
Technical Designer,71400.0,4
Technical Manager,131250.0,4
Technical Product Manager,150800.0,5
Technical Product Owner,120000.0,3
Technical Program Manager,171600.0,5
Technical Project Manager,115000.0,13
Technical Recruiter,57500.0,5
Technical Sales Engineer,77500.0,3
Technical Sales Specialist - Hplc,113487.5,3
Technical Support Specialist,56160.0,26
Technical Writer,86250.0,14
Teller,35360.0,10
Temporary Sales Associate- Tommy Hilfiger,38168.0,5
Termite Technician,40000.0,3
Territory Account Manager,56050.0,4
Territory Manager,80000.0,9
Territory Sales Manager,87500.0,11
Territory Sales Representative,90000.0,4
Test Development Project Manager,63500.0,4
Test Engineer,101250.0,8
Test Engineer - Mainframe,75650.0,3
Test Technician,65000.0,3
Therapist,72800.0,3
Trade Controls Specialist,81900.0,3
Training And Development Specialist,96200.0,4
Training Specialist,107390.0,4
Transmission Engineer,130000.0,3
Transportation Dispatcher,43250.0,3
Transportation Engineer,130000.0,3
Transportation Manager,76000.0,5
Transportation Specialist,89440.0,3
Travel Allied Health Professional - Ct Technologist,112060.0,3
Travel Rn - Case Management,129090.0,4
Travel Rn - Ed - Emergency Department,116844.0,7
Travel Rn - Icu - Intensive Care Unit,102024.0,7
Travel Rn - Labor And Delivery,111562.62,3
Travel Rn - Med Surg,102960.0,32
Travel Rn - Med Surg / Telemetry,102084.32,9
Travel Rn - Pcu - Progressive Care Unit,110864.0,8
Travel Rn - Telemetry,104052.0,16
Travel Therapy - Occupational Therapist,111985.64,4
Travel Therapy - Physical Therapist,102856.0,9
Treasury Analyst,53040.0,3
Treasury Manager,130000.0,4
Treatment Coordinator,41600.0,5
Trial Attorney,162500.0,7
Truck Driver,57200.0,3
Truck Driver - Cdl Class A - Penske Logistics,65000.0,3
Truck Driver - Local Class A - Penske Logistics,69888.0,8
Truck Driver - Local Class B Hazmat - Penske Logistics,64130.0,4
Truss Designer,75000.0,3
Ui/Ux Designer,115000.0,3
Ultrasound Technician,146640.0,3
User Experience Designer,101400.0,10
User Experience Researcher,121975.0,4
Ux Designer,117500.0,5
Ux Researcher,121825.6,5
Valet,36504.0,8
Validation Engineer,99840.0,7
Veterinarian,142500.0,8
Veterinary Assistant,35100.0,14
Veterinary Assistant Li,35360.0,3
Veterinary Receptionist,35360.0,3
Veterinary Technician,41860.0,4
Veterinary Technician I,42120.0,6
Vice President Finance,225000.0,8
Vice President Human Resources,176250.0,4
Vice President Of Business Development,181250.0,4
Vice President Of Sales,183750.0,6
Vice President Operations,72500.0,3
"Vice President, Safety",282500.0,3
Video Editor,93600.0,5
Virtual Assistant,72800.0,3
Visual Designer,106580.0,6
Visual Keyholder,34725.6,3
Vp Of Talent Management,200000.0,3
"Vp, Hr Business Partners & Organizational Effectiveness (Us)",216500.0,4
Vset Engineer In Charge,107500.0,3
Warehouse Associate,40560.0,38
Warehouse Associate - Nights,41080.0,3
Warehouse Clerk,35360.0,3
Warehouse Coordinator,45760.0,3
Warehouse Fulfillment Specialist Part Time,31200.0,3
Warehouse Lead,45760.0,6
Warehouse Manager,73807.0,8
Warehouse Material Handler,39520.0,3
Warehouse Operator,49400.0,8
Warehouse Order Selector,52000.0,7
Warehouse Part Time Overnight,36764.0,3
Warehouse Specialist,43680.0,6
Warehouse Supervisor,75920.0,9
Warehouse Technician,45760.0,3
Warehouse Worker,39520.0,12
Warehouse Worker - Full Time Shifts,40107.600000000006,4
Wealth Management Advisor,112500.0,3
Web Developer,112500.0,6
Welder,56160.0,7
Welder Sign Fabricator,46800.0,3
Wendy'S Team Member,27508.0,3
Work From Home Client Relations Representative,302500.0,3
Workers' Compensation Associate Attorney,145000.0,3
Xfinity Retail Sales Consultant,37440.0,3
Yard Associate - Bilingual Preferred (English/Spanish),39520.0,3
Yard Spotter / Cdl A Driver,43680.0,4
Youth Specialist,31200.0,3
